,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,fixed_sulfur_dioxide
988,7.4,0.23,0.43,1.4,0.044,22.0,113.0,0.9938,3.22,0.62,10.6,6,91.0
989,7.2,0.2,0.38,1.2,0.037,21.0,86.0,0.9918,3.21,0.37,11.0,5,65.0
990,7.7,0.25,0.43,4.5,0.058,20.0,115.0,0.9966,3.38,0.5,9.9,6,95.0
991,8.0,0.4,0.45,5.4,0.03,15.0,118.0,0.9954,3.14,0.36,9.6,5,103.0
992,7.6,0.21,0.44,1.9,0.036,15.0,119.0,0.9913,3.01,0.64,12.8,6,104.0
993,7.4,0.22,0.33,2.0,0.045,31.0,101.0,0.9931,3.39,0.55,11.4,5,70.0
994,7.2,0.26,0.26,12.7,0.036,49.0,195.0,0.9978,3.39,0.5,10.0,6,146.0
995,6.4,0.25,0.41,8.6,0.042,57.0,173.0,0.9965,3.01,0.44,9.1,5,116.0
996,6.3,0.32,0.35,11.1,0.039,29.0,195.0,0.9978,3.36,0.5,9.4,7,166.0
997,6.8,0.25,0.29,2.0,0.042,19.0,189.0,0.9952,3.39,0.54,10.2,6,170.0
998,8.0,0.4,0.4,2.8,0.036,35.0,167.0,0.9956,3.01,0.39,9.2,5,132.0
999,7.2,0.2,0.25,4.5,0.044,31.0,109.0,0.9949,3.23,0.36,9.4,5,78.0
1000,7.5,0.4,0.45,9.1,0.03,20.0,125.0,0.996,3.12,0.36,10.1,6,105.0
1001,6.4,0.26,0.3,2.2,0.03,33.0,134.0,0.992,3.21,0.47,10.6,6,101.0
1002,7.9,0.4,0.32,4.1,0.033,40.0,138.0,0.9912,3.18,0.44,12.8,7,98.0
1003,6.5,0.4,0.49,11.8,0.058,57.0,195.0,0.9978,3.12,0.51,8.9,5,138.0
1004,7.5,0.32,0.37,1.2,0.048,22.0,184.0,0.9938,3.09,0.43,9.3,5,162.0
1005,6.6,0.21,0.38,2.2,0.03,40.0,104.0,0.9914,3.25,0.4,11.1,8,64.0
1006,7.1,0.21,0.3,1.4,0.037,45.0,143.0,0.9932,3.13,0.36,9.9,6,98.0
1007,7.6,0.26,0.47,1.6,0.058,15.0,86.0,0.9944,3.1,0.45,9.6,5,71.0
1008,6.9,0.25,0.26,5.2,0.03,36.0,135.0,0.9948,3.16,0.64,10.7,7,99.0
1009,7.1,0.26,0.32,13.0,0.058,29.0,107.0,0.9978,3.01,0.42,9.2,6,78.0
1010,7.3,0.22,0.4,13.0,0.042,44.5,129.5,0.9978,3.36,0.41,9.1,7,85.0
1011,6.2,0.37,0.22,8.3,0.03,36.0,195.0,0.9964,3.33,0.6,9.6,6,159.0
1012,7.9,0.22,0.45,13.0,0.038,53.0,141.0,0.9978,3.03,0.46,9.2,6,88.0
1013,7.4,0.25,0.37,6.9,0.03,15.0,93.0,0.9939,3.01,0.48,10.7,7,78.0
1014,6.8,0.18,0.37,1.5,0.03,37.0,93.0,0.992,3.3,0.45,10.8,6,56.0
1015,7.0,0.17,0.37,1.5,0.03,26.0,86.0,0.9922,3.3,0.46,10.8,7,60.0
1016,6.4,0.3,0.38,7.8,0.046,35.0,192.0,0.9955,3.1,0.37,9.0,5,157.0
1017,5.8,0.33,0.22,1.5,0.049,15.0,97.0,0.9917,3.39,0.44,10.7,6,82.0
1018,8.0,0.33,0.32,1.5,0.047,15.0,195.0,0.9954,3.19,0.46,9.4,5,180.0
1019,7.0,0.26,0.46,13.0,0.037,57.0,171.0,0.9978,3.01,0.36,8.8,6,114.0
1020,6.3,0.21,0.4,1.7,0.031,48.0,134.0,0.9917,3.39,0.49,11.5,6,86.0
1021,8.0,0.23,0.46,1.5,0.03,30.0,125.0,0.9907,3.23,0.47,12.5,6,95.0
1022,8.0,0.28,0.41,1.2,0.042,15.0,86.0,0.9922,3.01,0.36,10.5,6,71.0
1023,7.3,0.27,0.39,6.7,0.058,28.0,188.0,0.9958,3.29,0.36,9.7,5,160.0
1024,7.6,0.32,0.36,1.6,0.04,32.0,155.0,0.993,3.23,0.52,11.3,6,123.0
1025,8.0,0.24,0.45,1.2,0.033,15.0,86.0,0.9926,3.01,0.47,10.8,6,71.0
1026,8.0,0.28,0.42,7.1,0.045,41.0,169.0,0.9959,3.17,0.43,10.6,5,128.0
1027,8.0,0.37,0.36,1.2,0.034,17.0,93.0,0.9906,3.04,0.36,11.7,8,76.0
1028,8.0,0.4,0.38,12.1,0.058,24.0,195.0,0.9978,3.01,0.48,9.2,5,171.0
1029,7.2,0.26,0.44,7.1,0.03,25.0,126.0,0.993,3.02,0.36,11.1,8,101.0
1030,6.4,0.23,0.33,1.2,0.044,15.5,195.0,0.992,3.33,0.44,11.0,6,179.5
1031,5.9,0.4,0.32,6.0,0.034,50.0,127.0,0.992,3.39,0.58,12.5,7,77.0
1032,7.6,0.28,0.39,1.2,0.038,21.0,115.0,0.994,3.16,0.64,10.0,6,94.0
1033,7.2,0.23,0.39,2.3,0.033,29.0,102.0,0.9908,3.26,0.54,12.3,7,73.0
1034,6.8,0.32,0.37,3.4,0.03,19.0,87.0,0.99022,3.14,0.53,12.7,6,68.0
1035,6.9,0.18,0.38,6.5,0.039,20.0,110.0,0.9943,3.1,0.42,10.5,5,90.0
1036,8.0,0.26,0.49,1.2,0.047,25.0,109.0,0.9921,3.23,0.36,12.5,6,84.0
1037,8.0,0.33,0.42,1.2,0.033,18.0,96.0,0.9911,3.2,0.36,12.4,3,78.0
1038,7.3,0.29,0.3,13.0,0.043,46.0,195.0,0.9978,3.06,0.41,8.7,6,149.0
1039,7.9,0.4,0.37,4.5,0.03,40.0,114.0,0.992,3.17,0.54,12.4,7,74.0
1040,7.9,0.4,0.37,5.85,0.033,27.0,93.0,0.992,3.16,0.54,12.6,7,66.0
1041,7.7,0.39,0.3,5.2,0.037,29.0,131.0,0.9943,3.38,0.44,11.0,6,102.0
1042,7.7,0.26,0.31,1.3,0.043,47.0,155.0,0.9937,3.39,0.5,10.1,6,108.0
1043,7.8,0.32,0.31,1.7,0.036,46.0,195.0,0.993,3.03,0.48,10.5,5,149.0
1044,7.3,0.24,0.39,3.6,0.03,35.0,116.0,0.9928,3.17,0.51,10.9,5,81.0
1045,7.1,0.4,0.37,2.7,0.041,35.0,128.0,0.99022,3.07,0.43,13.5,7,93.0
1046,8.0,0.25,0.48,2.2,0.042,28.0,164.0,0.9978,3.19,0.59,9.7,5,136.0
1047,7.9,0.17,0.28,1.8,0.041,44.0,178.0,0.9954,3.39,0.43,9.2,6,134.0
1048,7.4,0.18,0.42,2.1,0.036,33.0,187.0,0.9938,3.39,0.41,10.6,7,154.0
1049,8.0,0.4,0.42,6.6,0.033,36.0,141.0,0.9918,3.01,0.39,13.3,7,105.0
1050,6.4,0.26,0.22,5.1,0.037,23.0,131.0,0.9944,3.29,0.36,10.1,5,108.0
1051,8.0,0.4,0.49,13.0,0.042,57.0,195.0,0.9978,3.01,0.64,9.4,4,138.0
1052,8.0,0.2,0.4,5.2,0.055,41.0,167.0,0.9953,3.18,0.4,10.6,7,126.0
1053,7.2,0.21,0.34,1.2,0.046,25.0,86.0,0.992,3.25,0.4,11.3,6,61.0
1054,7.2,0.18,0.31,1.2,0.045,20.0,86.0,0.9925,3.32,0.4,10.8,7,66.0
1055,8.0,0.4,0.44,10.7,0.051,46.0,195.0,0.9978,3.15,0.51,10.4,5,149.0
1056,5.8,0.26,0.23,5.15,0.034,48.0,160.0,0.9952,3.39,0.51,10.5,7,112.0
1057,5.8,0.245,0.33,1.2,0.049,28.0,150.0,0.9927,3.13,0.42,9.3,5,122.0
1058,5.8,0.245,0.32,1.2,0.047,24.0,152.0,0.9927,3.12,0.42,9.3,6,128.0
1059,7.3,0.25,0.41,1.8,0.037,52.0,165.0,0.9911,3.29,0.39,12.2,7,113.0
1060,7.0,0.17,0.49,1.2,0.058,57.0,150.0,0.9936,3.08,0.36,9.2,5,93.0
1061,6.4,0.22,0.34,1.8,0.057,29.0,104.0,0.9959,3.39,0.57,10.3,6,75.0
1062,7.3,0.18,0.49,1.4,0.046,28.0,157.0,0.9946,3.33,0.62,9.4,6,129.0
1063,6.4,0.17,0.27,6.7,0.036,57.0,195.0,0.9948,3.28,0.36,10.2,6,138.0
1064,6.9,0.29,0.22,6.8,0.034,57.0,195.0,0.9955,3.08,0.39,9.0,6,138.0
1065,6.2,0.21,0.38,6.8,0.036,57.0,195.0,0.9951,3.06,0.36,9.3,6,138.0
1066,6.4,0.23,0.3,7.1,0.037,57.0,195.0,0.9952,3.06,0.36,9.2,6,138.0
1067,7.3,0.19,0.49,1.5,0.05,31.0,156.0,0.9946,3.32,0.64,9.4,6,125.0
1068,8.0,0.29,0.46,1.45,0.039,57.0,195.0,0.9944,3.01,0.46,9.5,6,138.0
1069,7.2,0.17,0.35,1.2,0.036,15.0,86.0,0.9938,3.39,0.39,9.9,5,71.0
1070,6.9,0.31,0.34,7.4,0.058,36.0,174.0,0.9963,3.39,0.62,11.1,7,138.0
1071,7.5,0.28,0.34,4.2,0.03,36.0,116.0,0.991,3.01,0.41,12.3,8,80.0
1072,8.0,0.22,0.42,13.0,0.044,45.0,163.0,0.9978,3.21,0.64,8.6,7,118.0
1073,7.6,0.31,0.29,10.5,0.04,21.0,145.0,0.9966,3.04,0.36,9.4,5,124.0
1074,8.0,0.35,0.49,13.0,0.048,55.0,190.0,0.9978,3.07,0.58,9.4,6,135.0
1075,8.0,0.4,0.47,1.2,0.037,23.0,126.0,0.9938,3.21,0.42,10.9,5,103.0
1076,7.0,0.39,0.31,5.3,0.058,32.0,162.0,0.9965,3.2,0.48,9.4,5,130.0
1077,6.2,0.22,0.27,1.5,0.058,20.0,132.0,0.9938,3.22,0.46,9.2,6,112.0
1078,7.0,0.24,0.36,4.9,0.058,15.0,133.0,0.9942,3.33,0.37,10.8,6,118.0
1079,6.6,0.27,0.3,1.9,0.03,15.0,153.0,0.9928,3.29,0.62,10.5,6,138.0
1080,7.8,0.17,0.41,1.7,0.03,29.0,140.0,0.991,3.02,0.64,12.5,6,111.0
1081,7.7,0.27,0.34,1.8,0.03,26.0,168.0,0.9911,3.01,0.48,12.1,7,142.0
1082,7.4,0.31,0.49,10.7,0.039,51.0,147.0,0.9977,3.02,0.43,8.7,5,96.0
1083,8.0,0.4,0.36,8.8,0.03,50.0,151.0,0.9927,3.07,0.36,12.7,8,101.0
1084,6.6,0.17,0.29,1.8,0.05,40.0,147.0,0.9912,3.06,0.44,11.4,7,107.0
1085,8.0,0.21,0.4,1.6,0.032,35.0,110.0,0.9907,3.02,0.6,12.9,7,75.0
1086,7.2,0.32,0.33,1.4,0.03,29.0,109.0,0.99022,3.15,0.51,12.8,7,80.0
1087,6.6,0.17,0.3,1.6,0.034,15.0,86.0,0.992,3.38,0.44,11.2,6,71.0
1088,8.0,0.17,0.33,1.5,0.033,16.0,98.0,0.994,3.14,0.42,9.7,6,82.0
1089,7.5,0.23,0.32,9.2,0.038,54.0,191.0,0.9966,3.04,0.56,9.7,6,137.0
1090,6.2,0.17,0.3,1.2,0.037,15.0,86.0,0.993,3.39,0.54,10.3,6,71.0
1091,6.9,0.39,0.22,4.3,0.03,15.0,102.0,0.993,3.01,0.64,11.6,4,87.0
1092,6.9,0.4,0.22,4.2,0.031,15.0,102.0,0.993,3.01,0.64,11.6,4,87.0
1093,7.5,0.38,0.33,5.0,0.045,30.0,131.0,0.9942,3.32,0.44,10.9,6,101.0
1094,7.3,0.4,0.38,6.8,0.045,29.0,122.0,0.9925,3.19,0.37,12.6,7,93.0
1095,7.3,0.34,0.39,5.2,0.04,45.0,163.0,0.9925,3.3,0.47,12.4,6,118.0
1096,7.8,0.23,0.28,4.75,0.042,45.0,166.0,0.9928,3.01,0.4,11.5,5,121.0
1097,8.0,0.245,0.38,5.9,0.045,52.0,159.0,0.995,3.01,0.36,10.2,6,107.0
1098,6.9,0.2,0.4,7.7,0.032,51.0,176.0,0.9939,3.22,0.36,11.4,5,125.0
1099,7.4,0.19,0.42,6.4,0.058,39.0,195.0,0.9958,3.3,0.36,9.6,6,156.0
1100,8.0,0.2,0.36,8.1,0.035,57.0,163.0,0.9952,3.05,0.36,10.3,6,106.0
1101,8.0,0.4,0.49,13.0,0.038,57.0,195.0,0.9978,3.01,0.64,9.3,5,138.0
1102,7.9,0.17,0.45,1.8,0.05,17.0,114.0,0.9948,3.33,0.49,10.7,7,97.0
1103,6.8,0.24,0.4,1.8,0.047,34.0,105.0,0.99022,3.13,0.49,12.8,8,71.0
1104,8.0,0.17,0.49,1.5,0.049,23.0,142.0,0.9958,3.01,0.62,9.5,5,119.0
1105,8.0,0.17,0.49,1.6,0.046,22.0,130.0,0.9948,3.02,0.45,10.4,6,108.0
1106,8.0,0.17,0.49,1.6,0.049,15.0,94.0,0.9949,3.02,0.61,10.3,6,79.0
1107,5.8,0.365,0.22,13.0,0.041,37.0,142.0,0.997,3.39,0.39,9.9,6,105.0
1108,6.3,0.23,0.22,3.75,0.039,37.0,116.0,0.9927,3.23,0.5,10.7,6,79.0
1109,8.0,0.25,0.49,1.3,0.04,16.0,160.0,0.9938,3.01,0.43,10.5,5,144.0
1110,8.0,0.32,0.42,1.3,0.046,15.0,186.0,0.9949,3.08,0.48,9.6,5,171.0
1111,6.4,0.31,0.4,6.2,0.04,46.0,169.0,0.9953,3.15,0.46,9.3,6,123.0
1112,8.0,0.2,0.36,9.7,0.044,57.0,162.0,0.997,3.1,0.46,10.0,6,105.0
1113,7.9,0.255,0.26,2.0,0.03,40.0,190.0,0.9932,3.04,0.39,11.2,6,150.0
1114,7.0,0.17,0.34,1.4,0.039,21.0,177.0,0.9927,3.32,0.62,10.8,5,156.0
1115,6.4,0.17,0.31,1.2,0.044,25.0,96.0,0.9932,3.39,0.51,10.3,6,71.0
1116,6.4,0.25,0.49,6.6,0.038,57.0,195.0,0.9955,3.03,0.42,8.8,5,138.0
1117,7.6,0.19,0.42,1.5,0.044,15.0,114.0,0.9914,3.04,0.64,12.8,6,99.0
1118,7.3,0.4,0.37,4.6,0.03,17.0,114.0,0.991,3.23,0.43,13.2,6,97.0
1119,5.8,0.31,0.3,1.2,0.037,28.0,152.0,0.992,3.39,0.56,10.1,6,124.0
1120,6.2,0.2,0.26,1.7,0.058,40.0,161.0,0.9924,3.39,0.64,11.0,5,121.0
1121,6.9,0.17,0.35,1.3,0.043,21.0,182.0,0.9927,3.25,0.62,10.8,6,161.0
1122,7.7,0.32,0.48,2.3,0.04,28.0,114.0,0.9911,3.2,0.52,12.8,7,86.0
1123,6.5,0.22,0.49,6.8,0.042,33.0,168.0,0.9958,3.12,0.36,9.2,6,135.0
1124,6.8,0.26,0.33,1.5,0.047,44.0,167.0,0.9928,3.12,0.44,10.5,6,123.0
1125,5.8,0.37,0.33,1.2,0.03,15.0,86.0,0.99022,3.37,0.38,11.7,6,71.0
1126,8.0,0.19,0.43,2.1,0.052,20.0,104.0,0.994,3.01,0.46,9.5,5,84.0
1127,8.0,0.21,0.41,2.2,0.05,24.0,108.0,0.994,3.01,0.45,9.5,5,84.0
1128,6.8,0.17,0.32,8.8,0.058,24.0,110.0,0.9972,3.39,0.4,8.8,6,86.0
1129,7.9,0.17,0.49,13.0,0.05,57.0,195.0,0.9978,3.15,0.51,9.3,7,138.0
1130,7.8,0.21,0.39,1.8,0.034,57.0,180.0,0.991,3.09,0.64,12.6,8,123.0
1131,8.0,0.24,0.49,1.2,0.048,26.0,107.0,0.9918,3.21,0.36,12.4,6,81.0
1132,5.8,0.21,0.24,2.3,0.047,57.0,189.0,0.995,3.39,0.64,10.1,6,132.0
1133,7.8,0.29,0.36,7.0,0.042,38.0,161.0,0.9941,3.26,0.37,11.2,8,123.0
1134,6.7,0.18,0.3,6.4,0.048,40.0,195.0,0.9956,3.29,0.52,10.0,5,155.0
1135,8.0,0.4,0.27,12.15,0.033,37.0,116.0,0.9959,3.01,0.39,10.8,6,79.0
1136,7.2,0.17,0.32,1.2,0.04,50.0,121.0,0.9922,3.27,0.36,10.0,6,71.0
1137,7.6,0.4,0.23,2.0,0.03,15.0,151.0,0.9931,3.04,0.36,10.4,5,136.0
1138,6.6,0.25,0.31,12.4,0.058,52.0,181.0,0.9978,3.39,0.47,9.8,6,129.0
1139,7.3,0.23,0.37,1.9,0.041,51.0,165.0,0.9908,3.26,0.4,12.2,8,114.0
1140,7.3,0.39,0.37,1.2,0.043,36.0,113.0,0.991,3.39,0.48,12.7,8,77.0
1141,7.0,0.4,0.39,6.2,0.039,46.0,163.0,0.9928,3.21,0.36,12.2,7,117.0
1142,8.0,0.35,0.4,6.3,0.039,35.0,162.0,0.9936,3.15,0.36,11.9,7,127.0
1143,8.0,0.35,0.39,1.2,0.042,15.0,86.0,0.9924,3.01,0.36,10.4,4,71.0
1144,8.0,0.4,0.39,3.9,0.034,22.0,122.0,0.9917,3.29,0.64,12.8,7,100.0
1145,6.5,0.37,0.33,3.9,0.03,40.0,130.0,0.9906,3.28,0.39,12.7,7,90.0
1146,7.8,0.17,0.3,1.8,0.04,43.0,179.0,0.9955,3.39,0.41,9.0,5,136.0
1147,7.6,0.19,0.41,1.2,0.04,38.0,143.0,0.9907,3.01,0.42,11.4,5,105.0
1148,7.3,0.22,0.41,13.0,0.05,55.0,191.0,0.9978,3.32,0.59,8.9,6,136.0
1149,6.3,0.29,0.4,6.5,0.039,43.0,167.0,0.9953,3.15,0.44,9.3,6,124.0
1150,6.8,0.35,0.32,2.4,0.048,35.0,103.0,0.9911,3.28,0.46,12.0,8,68.0
1151,6.5,0.19,0.32,1.4,0.04,31.0,132.0,0.9922,3.36,0.54,10.8,7,101.0
1152,6.2,0.17,0.26,5.7,0.044,56.0,158.0,0.9951,3.39,0.37,10.5,6,102.0
1153,6.0,0.17,0.28,5.7,0.038,56.0,189.5,0.9948,3.39,0.43,10.6,7,133.5
1154,6.4,0.25,0.33,1.4,0.04,42.0,115.0,0.9906,3.19,0.48,11.3,7,73.0
1155,6.9,0.32,0.22,1.4,0.051,15.0,96.0,0.994,3.22,0.38,9.5,4,81.0
1156,6.7,0.17,0.28,1.2,0.046,35.0,140.0,0.9927,3.33,0.36,10.1,7,105.0
1157,7.0,0.17,0.41,1.2,0.037,22.0,95.0,0.9914,3.25,0.43,10.9,6,73.0
1158,7.6,0.27,0.24,3.8,0.058,19.0,115.0,0.9958,3.15,0.45,8.9,5,96.0
1159,7.4,0.4,0.47,13.0,0.058,42.0,185.0,0.9978,3.01,0.49,9.3,5,143.0
1160,7.6,0.28,0.39,1.9,0.052,23.0,116.0,0.9941,3.25,0.4,10.4,6,93.0
1161,8.0,0.26,0.41,9.2,0.042,41.0,162.0,0.9944,3.1,0.38,12.0,7,121.0
1162,8.0,0.22,0.49,8.2,0.044,37.0,181.0,0.9978,3.01,0.64,9.5,6,144.0
1163,6.9,0.23,0.34,2.7,0.032,24.0,121.0,0.99022,3.14,0.38,12.4,7,97.0
1164,6.2,0.3,0.32,1.7,0.032,30.0,130.0,0.9911,3.28,0.41,11.2,7,100.0
1165,6.9,0.27,0.41,1.7,0.047,15.0,134.0,0.9929,3.15,0.64,11.4,6,119.0
1166,6.9,0.28,0.41,1.7,0.05,15.0,136.0,0.993,3.16,0.64,11.4,6,121.0
1167,6.9,0.28,0.3,1.6,0.047,46.0,132.0,0.9918,3.35,0.38,11.1,7,86.0
1168,6.9,0.4,0.22,1.2,0.054,15.0,126.0,0.992,3.1,0.42,10.4,6,111.0
1169,6.9,0.38,0.32,8.5,0.044,36.0,152.0,0.9932,3.38,0.36,12.0,7,116.0
1170,5.8,0.4,0.3,5.7,0.039,24.0,98.0,0.992,3.39,0.61,12.3,7,74.0
1171,6.6,0.4,0.22,3.1,0.045,28.0,92.0,0.994,3.12,0.36,9.1,6,64.0
1172,7.1,0.36,0.49,1.3,0.046,25.0,102.0,0.9923,3.24,0.36,10.5,6,77.0
1173,6.8,0.23,0.4,1.6,0.047,15.0,133.0,0.993,3.23,0.64,11.4,6,118.0
1174,6.2,0.33,0.29,1.3,0.042,26.0,138.0,0.9956,3.39,0.64,9.5,5,112.0
1175,5.8,0.4,0.22,4.5,0.039,17.0,116.0,0.9907,3.39,0.64,13.7,7,99.0
1176,6.6,0.4,0.33,2.8,0.034,15.0,86.0,0.99022,3.28,0.51,13.4,6,71.0
1177,7.3,0.18,0.29,1.2,0.044,15.0,143.0,0.9918,3.2,0.48,11.3,7,128.0
1178,8.0,0.19,0.4,1.2,0.037,57.0,180.0,0.9926,3.06,0.36,10.0,6,123.0
1179,5.9,0.19,0.26,7.4,0.034,33.0,123.0,0.995,3.39,0.42,10.1,6,90.0
1180,6.2,0.17,0.47,1.4,0.03,23.0,86.0,0.99022,3.26,0.42,12.2,6,63.0
1181,5.8,0.17,0.3,4.6,0.042,19.0,101.0,0.9946,3.31,0.42,9.3,6,82.0
1182,6.9,0.19,0.33,1.6,0.039,27.0,98.0,0.99022,3.09,0.46,12.3,7,71.0
1183,7.3,0.25,0.36,13.0,0.05,35.0,195.0,0.9978,3.04,0.46,8.9,7,160.0
1184,7.0,0.2,0.34,5.7,0.035,32.0,86.0,0.9928,3.19,0.46,11.5,6,54.0
1185,6.3,0.4,0.48,12.6,0.052,57.0,195.0,0.9978,3.17,0.52,9.3,6,138.0
1186,7.4,0.4,0.29,5.4,0.044,31.0,122.0,0.994,3.3,0.5,11.1,8,91.0
1187,7.1,0.26,0.31,2.2,0.044,29.0,128.0,0.9937,3.34,0.64,10.9,8,99.0
1188,8.0,0.31,0.48,6.6,0.043,15.0,86.0,0.9938,3.01,0.38,11.6,5,71.0
1189,6.3,0.39,0.24,6.9,0.058,15.0,117.0,0.9942,3.15,0.36,10.2,4,102.0
1190,8.0,0.22,0.36,6.8,0.034,15.0,90.0,0.9944,3.01,0.38,10.5,8,75.0
1191,7.1,0.19,0.28,3.6,0.033,16.0,86.0,0.993,3.01,0.64,11.4,6,70.0
1192,7.9,0.2,0.34,1.2,0.04,29.0,118.0,0.9932,3.14,0.41,10.6,6,89.0
1193,7.1,0.26,0.32,5.9,0.037,39.0,97.0,0.9934,3.31,0.4,11.6,6,58.0
1194,6.9,0.3,0.33,4.1,0.035,26.0,155.0,0.9925,3.25,0.64,12.3,8,129.0
1195,8.0,0.29,0.49,7.1,0.042,22.0,124.0,0.9944,3.14,0.41,10.8,6,102.0
1196,5.8,0.17,0.3,1.4,0.037,55.0,130.0,0.9909,3.29,0.38,11.3,6,75.0
1197,5.9,0.4,0.22,1.2,0.038,22.0,86.0,0.9932,3.36,0.36,9.3,5,64.0
1198,6.6,0.23,0.26,1.3,0.045,16.0,128.0,0.9934,3.36,0.6,10.0,6,112.0
1199,8.0,0.4,0.35,13.0,0.057,35.5,195.0,0.9978,3.04,0.63,11.0,3,159.5
1200,6.9,0.35,0.49,1.2,0.044,18.0,132.0,0.992,3.13,0.55,10.2,5,114.0
1201,7.6,0.17,0.49,1.6,0.04,27.0,103.0,0.9916,3.07,0.4,10.8,7,76.0
1202,8.0,0.28,0.49,11.8,0.042,29.0,137.0,0.9978,3.1,0.36,10.1,4,108.0
1203,6.2,0.18,0.49,4.5,0.047,17.0,90.0,0.9919,3.27,0.37,11.6,6,73.0
1204,5.8,0.17,0.24,1.2,0.051,25.0,105.0,0.9925,3.32,0.47,9.1,5,80.0
1205,8.0,0.25,0.49,10.0,0.056,36.0,195.0,0.9977,3.06,0.43,10.0,4,159.0
1206,6.8,0.22,0.49,1.2,0.052,26.0,128.0,0.991,3.25,0.36,11.4,6,102.0
1207,7.2,0.22,0.49,1.2,0.045,34.0,140.0,0.99022,3.05,0.36,12.7,6,106.0
1208,7.4,0.25,0.49,1.2,0.042,35.0,156.0,0.9917,3.13,0.55,11.3,5,121.0
1209,8.0,0.18,0.49,1.2,0.033,28.0,86.0,0.9923,3.01,0.64,10.4,7,58.0
1210,6.1,0.22,0.49,1.5,0.051,18.0,87.0,0.9928,3.3,0.46,9.6,5,69.0
1211,7.0,0.39,0.24,1.2,0.048,15.0,119.0,0.9923,3.01,0.36,10.1,4,104.0
1212,6.5,0.36,0.49,2.9,0.03,16.0,94.0,0.99022,3.1,0.49,12.1,7,78.0
1213,7.1,0.29,0.49,1.2,0.031,32.0,99.0,0.99022,3.07,0.36,12.2,6,67.0
1214,6.9,0.23,0.24,13.0,0.053,19.0,94.0,0.9978,3.17,0.5,9.6,5,75.0
1215,8.0,0.4,0.49,13.0,0.051,51.0,195.0,0.9978,3.01,0.64,9.2,5,144.0
1216,6.3,0.23,0.49,7.1,0.05,57.0,195.0,0.9951,3.23,0.36,9.5,5,138.0
1217,6.1,0.25,0.49,7.6,0.052,57.0,195.0,0.9956,3.16,0.47,8.9,5,138.0
1218,7.2,0.26,0.49,13.0,0.05,56.0,162.0,0.9978,3.03,0.44,8.8,5,106.0
1219,7.2,0.31,0.24,1.4,0.057,17.0,117.0,0.9928,3.16,0.36,10.5,5,100.0
1220,8.0,0.25,0.49,1.2,0.058,27.0,117.0,0.9938,3.08,0.36,9.4,5,90.0
1221,7.0,0.18,0.49,5.3,0.04,34.0,125.0,0.9914,3.24,0.4,12.2,6,91.0
1222,7.8,0.4,0.49,13.0,0.033,37.0,158.0,0.9955,3.14,0.36,11.3,6,121.0
1223,8.0,0.2,0.49,4.45,0.044,33.0,130.0,0.9924,3.25,0.42,12.2,6,97.0
1224,6.3,0.27,0.49,1.2,0.058,35.0,92.0,0.9911,3.38,0.42,12.2,6,57.0
1225,7.4,0.17,0.49,1.2,0.055,18.0,150.0,0.9917,3.23,0.47,11.2,6,132.0
1226,6.9,0.19,0.49,6.6,0.036,49.0,172.0,0.9932,3.2,0.36,11.5,6,123.0
1227,7.2,0.4,0.49,1.2,0.048,15.0,138.0,0.9929,3.01,0.42,9.3,5,123.0
1228,7.6,0.4,0.49,13.0,0.034,37.0,156.0,0.9958,3.14,0.38,11.8,7,119.0
1229,8.0,0.21,0.49,13.0,0.054,50.0,195.0,0.9978,3.01,0.54,9.2,5,145.0
1230,6.9,0.34,0.49,11.2,0.058,44.0,150.0,0.9968,3.01,0.64,9.2,5,106.0
1231,7.1,0.22,0.49,2.7,0.044,42.0,144.0,0.991,3.31,0.41,12.2,6,102.0
1232,7.9,0.17,0.49,4.5,0.048,27.0,133.0,0.9946,3.24,0.42,10.6,6,106.0
1233,8.0,0.17,0.49,3.6,0.05,29.0,128.0,0.9928,3.28,0.4,12.4,6,99.0
1234,6.4,0.17,0.49,5.4,0.048,54.0,164.0,0.9946,3.39,0.44,10.8,6,110.0
1235,8.0,0.19,0.49,1.2,0.051,15.0,137.0,0.9918,3.06,0.46,11.0,6,122.0
1236,8.0,0.4,0.49,9.1,0.031,46.0,151.0,0.9926,3.16,0.36,12.7,8,105.0
1237,7.0,0.2,0.49,1.2,0.044,19.0,163.0,0.9931,3.39,0.53,10.2,5,144.0
1238,7.1,0.25,0.49,3.0,0.03,30.0,96.0,0.9903,3.13,0.39,12.3,7,66.0
1239,6.5,0.24,0.24,1.6,0.046,15.0,86.0,0.9928,3.19,0.39,9.8,5,71.0
1240,7.8,0.21,0.49,1.35,0.052,15.0,86.0,0.9911,3.15,0.36,11.4,5,71.0
1241,7.0,0.2,0.49,5.9,0.038,39.0,128.0,0.9938,3.21,0.48,10.8,6,89.0
1242,6.9,0.25,0.24,3.6,0.057,15.0,86.0,0.9942,3.01,0.48,9.5,4,71.0
1243,7.2,0.17,0.49,1.3,0.05,18.0,148.0,0.9945,3.39,0.44,10.2,6,130.0
1244,7.1,0.4,0.49,8.7,0.03,40.0,184.0,0.9962,3.22,0.36,10.7,5,144.0
1245,7.6,0.4,0.24,1.2,0.04,15.0,104.0,0.992,3.05,0.36,10.8,6,89.0
